,,,,Projected,Projected,Previous,Previous,2018,,2017,,2016,,2015,
,238,Austin Seferian-Jenkins,TE,56.730000000000004,-26.359999999999996,43.3,-40.4,74.7,-7.8999999999999915,52,-30,21,-65,58,-29
,239,Tyler Eifert,TE,49.11000000000001,-33.98,37.7,-46,74.4,-8.199999999999989,5,-77,69,-17,140,53
,240,Albert Wilson,WR,70.01,-55.519999999999996,65.69999999999999,-59.4,74.4,-53.3,74,-45,51,-81,60,-81
,241,Austin Ekeler,RB,61.6,-49.56,48,-28.2,74,-76.9,80,-47,,,,
,242,Cameron Brate,TE,87.00999999999999,3.9200000000000053,95.89999999999999,12.2,73.9,-8.699999999999989,95,13,114,28,47,-40
,243,Quincy Enunwa,WR,47.69,-30.240000000000002,36.5,-17.2,73.6,-54.10000000000001,,,111,-21,32,-109
,244,Danny Amendola,WR,71.59,-53.94000000000001,69.5,-55.599999999999994,72.6,-55.10000000000001,78,-41,48,-84,83,-58
,245,Giants D/ST,D/ST,29.04,-10.080000000000002,0,0,72.6,-25.200000000000003,,,,,,
,246,Frank Gore,RB,121.35000000000001,-16.51,155.70000000000002,26.1,72.5,-78.4,145,18,176,39,159,36
,247,Ricky Seals-Jones,TE,44.160000000000004,-21.679999999999996,22.8,-26.4,72.4,-10.199999999999989,38,-44,,,,
,248,John Brown,WR,66.06000000000002,-59.47,64.39999999999999,-60.69999999999999,71.9,-55.8,51,-68,65,-67,143,2
,249,Josh Allen,QB,28.64,-80.52,0,0,71.6,-201.29999999999998,,,,,,
,250,Michael Gallup,WR,28.360000000000003,-22.72,0,0,70.9,-56.8,,,,,,
,251,Colts D/ST,D/ST,28.32,-10.8,0,0,70.8,-27,,,,,,
,252,Chris Carson,RB,41.32,-69.84,19.8,-56.4,70.3,-80.60000000000001,33,-94,,,,
,253,O.J. Howard,TE,58,-7.839999999999998,45,-4.2,70,-12.599999999999994,75,-7,,,,
,254,Mike Williams,WR,31.72,-66.96000000000001,6,-65.39999999999999,69.3,-58.400000000000006,10,-109,,,,
,255,Mike Gesicki,TE,27.72,-5.319999999999999,0,0,69.3,-13.299999999999997,,,,,,
,256,Ryan Grant,WR,63.150000000000006,-62.38,54.9,-70.2,69,-58.7,81,-38,8,-124,39,-102
,257,T.J. Yeldon,RB,70,-67.86000000000001,73.19999999999999,-56.39999999999999,69,-81.9,58,-69,88,-49,120,-3
,258,Brandon Marshall,WR,59.489999999999995,-66.04,61.099999999999994,-64,68.6,-59.10000000000001,15,-104,97,-35,230,89
,259,Terrelle Pryor,WR,60.14,-65.39,59.8,-65.3,68.1,-59.60000000000001,30,-89,138,6,4,-137
,260,Javorius Allen,RB,80.96,-56.9,83.6,-46.00000000000001,67.9,-83,120,-7,5,-132,101,-22
,261,Jets D/ST,D/ST,27.080000000000002,-12.04,0,0,67.7,-30.099999999999994,,,,,,
,262,John Ross,WR,26.64,-72.04,-0.6,-72,67.6,-60.10000000000001,-1,-120,,,,
,263,49ers D/ST,D/ST,27.04,-12.080000000000002,0,0,67.6,-30.200000000000003,,,,,,
,264,Keelan Cole,WR,63.4,-35.28,54.6,-16.8,67.5,-60.2,91,-28,,,,
,265,Darren Sproles,RB,52.44,-85.42000000000002,49.4,-80.19999999999999,66.6,-84.30000000000001,11,-116,111,-26,95,-28
,266,Christian Kirk,WR,26.439999999999998,-24.640000000000004,0,0,66.1,-61.60000000000001,,,,,,
,267,Nyheim Hines,RB,26.28,-34.080000000000005,0,0,65.7,-85.2,,,,,,
,268,Elijah McGuire,RB,49.6,-61.56000000000001,35.4,-40.8,65,-85.9,59,-68,,,,
,269,Chris Ivory,RB,71.46000000000001,-66.4,78.2,-51.39999999999999,64.9,-86,64,-63,75,-62,173,50
,270,Kendall Wright,WR,65.72,-59.81,65.8,-59.3,64.8,-62.900000000000006,69,-50,61,-71,61,-80
,271,Adam Humphries,WR,66.4,-59.13000000000001,67.6,-57.5,64.5,-63.2,68,-51,78,-54,34,-107
,272,Baker Mayfield,QB,24.880000000000003,-84.28,0,0,62.2,-210.7,,,,,,
,273,Ryan Griffin,TE,44.35000000000001,-38.74,34.3,-49.4,62,-20.599999999999994,24,-58,54,-32,37,-50
,274,D'Onta Foreman,RB,45.2,-65.96000000000001,30.599999999999998,-45.6,62,-88.9,51,-76,,,,
,275,Jordan Wilkins,RB,24.8,-35.56,0,0,62,-88.9,,,,,,
,276,Jermaine Kearse,WR,83.6,-41.93,95,-30.1,62,-65.7,113,-6,57,-75,101,-40
,277,Cole Beasley,WR,67.42,-58.11000000000001,75.19999999999999,-49.9,60.8,-66.9,55,-64,114,-18,80,-61
,278,Courtland Sutton,WR,23.76,-27.320000000000007,0,0,59.4,-68.30000000000001,,,,,,
,279,Taylor Gabriel,WR,59.830000000000005,-65.69999999999999,63.3,-61.800000000000004,58.2,-69.5,49,-70,105,-27,24,-117
,280,Chris Godwin,WR,46.800000000000004,-51.88,35.4,-36,58,-69.7,59,-60,,,,
,281,Peyton Barber,RB,55.73,-75.97999999999999,51.3,-66,57.7,-93.2,70,-57,31,-106,,
,282,Trent Taylor,WR,45.040000000000006,-53.64,33,-38.4,57.6,-70.1,55,-64,,,,
,283,Curtis Samuel,WR,30,-68.68,10.799999999999999,-60.599999999999994,57,-70.7,18,-101,,,,
,284,Gerald Everett,TE,36.24,-29.6,21.599999999999998,-27.599999999999998,54.6,-27.999999999999993,36,-46,,,,
,285,Taywan Taylor,WR,34.72,-63.96,19.8,-51.6,53.8,-73.9,33,-86,,,,
,286,Hayden Hurst,TE,21.400000000000002,-11.639999999999999,0,0,53.5,-29.099999999999994,,,,,,
,287,J.J. Nelson,WR,21.36,-29.720000000000006,0,0,53.4,-74.30000000000001,,,,,,
,288,Jonathan Stewart,RB,92.81,-45.050000000000004,121.49999999999999,-8.099999999999998,52.9,-98,109,-18,138,1,147,24
,289,Virgil Green,TE,36.330000000000005,-46.76,26.3,-57.4,51.7,-30.89999999999999,25,-57,30,-56,23,-64
,290,Luke Willson,TE,40.86000000000001,-42.23,33.6,-50.1,50.4,-32.199999999999996,39,-43,25,-61,27,-60
,291,Ryan Fitzpatrick,QB,86.2,-179.41,116.4,-145.5,50,-222.89999999999998,80,-175,133,-135,285,0
,292,Geronimo Allison,WR,33.96,-84.52000000000001,23.4,-87.6,49.9,-77.80000000000001,23,-96,32,-100,,
,293,Alfred Blue,RB,47.27,-90.59,47.5,-82.1,49.3,-101.60000000000001,38,-89,50,-87,97,-26
,294,Deon Cain,WR,19.480000000000004,-31.6,0,0,48.7,-79,,,,,,
,295,Tavon Austin,RB,19.36,-41,0,0,48.4,-102.5,,,,,,
,296,John Kelly,RB,19.28,-41.080000000000005,0,0,48.2,-102.7,,,,,,
,297,Chester Rogers,WR,37.209999999999994,-81.27000000000001,29.1,-81.9,47.9,-79.80000000000001,35,-84,27,-105,,
,298,Kyle Juszczyk,RB,42.03,-95.83,38.9,-90.7,47.2,-103.7,37,-90,37,-100,56,-67
,299,Brice Butler,WR,46.81999999999999,-78.71000000000001,45.800000000000004,-79.3,46.8,-80.9,52,-67,40,-92,26,-115
,300,Jake Butt,TE,18.64,-14.399999999999999,0,0,46.6,-35.99999999999999,,,,,,
,301,Chase Edmonds,RB,18.080000000000002,-42.28,0,0,45.2,-105.7,,,,,,
,302,Dede Westbrook,WR,33.92,-64.76,24,-47.4,44.8,-82.9,40,-79,,,,
,303,Vernon Davis,TE,61.980000000000004,-21.109999999999996,72.4,-11.3,44.7,-37.89999999999999,79,-3,70,-16,40,-47
,304,Spencer Ware,RB,45.68,-41.38,56,2.5999999999999988,44.2,-106.7,,,161,24,77,-46
,305,Charles Sims,RB,45.81000000000001,-92.05000000000001,50.1,-79.5,41.9,-109,40,-87,44,-93,129,6
,306,Cody Latimer,WR,35.68000000000001,-89.85,29.4,-95.7,41.7,-86,43,-76,8,-124,12,-129
,307,Ed Dickson,TE,41.53000000000001,-41.559999999999995,39.3,-44.39999999999999,41.7,-40.89999999999999,52,-30,19,-67,24,-63
,308,Jeremy Kerley,WR,40.00000000000001,-85.53,42,-83.10000000000001,41.5,-86.2,24,-95,83,-49,27,-114
,309,Keke Coutee,WR,16.56,-34.52,0,0,41.4,-86.30000000000001,,,,,,
,310,Jordan Leggett,TE,16.240000000000002,-16.799999999999997,0,0,40.6,-41.99999999999999,,,,,,
,311,Corey Coleman,WR,42.2,-76.28,43.8,-67.2,40,-87.7,43,-76,60,-72,,
,312,Corey Grant,RB,35.830000000000005,-102.03000000000002,32.9,-96.7,38.7,-112.2,39,-88,32,-105,-1,-124
,313,Nick Vannett,TE,22.93,-55.81,11.7,-63.3,38.2,-44.39999999999999,18,-64,3,-83,,
,314,Braedon Bowman,TE,15.16,-17.88,0,0,37.9,-44.699999999999996,,,,,,
,315,Mark Andrews,TE,15.12,-17.919999999999998,0,0,37.8,-44.8,,,,,,
,316,Michael Roberts,TE,16.68,-49.16,3,-46.199999999999996,36.7,-45.89999999999999,5,-77,,,,
,317,Adam Shaheen,TE,27.080000000000002,-38.76,18.599999999999998,-30.599999999999998,36.7,-45.89999999999999,31,-51,,,,
,318,Blake Jarwin,TE,14.4,-18.639999999999997,0,0,36,-46.599999999999994,,,,,,
,319,Amara Darboh,WR,17.080000000000002,-81.60000000000001,4.2,-67.2,35.7,-92,7,-112,,,,
,320,Garrett Celek,TE,46.5,-36.59,53.8,-29.9,34.5,-48.099999999999994,58,-24,51,-35,37,-50
,321,Travaris Cadet,RB,31.9,-105.96000000000001,32.199999999999996,-97.4,34,-116.9,22,-105,54,-83,28,-95
,322,Tyler Kroft,TE,48.70000000000001,-34.38999999999999,53.8,-29.9,34,-48.599999999999994,82,0,9,-77,19,-68
,323,Joe Williams,RB,13.36,-47,0,0,33.4,-117.5,,,,,,
,324,DeAndre Washington,RB,43.72,-87.99000000000001,51,-66.3,32.8,-118.10000000000001,51,-76,68,-69,,
,325,Tyler Higbee,TE,29.69,-49.050000000000004,26.099999999999998,-48.9,32.6,-49.99999999999999,36,-46,15,-71,,
,326,Jermaine Gresham,TE,39.57,-43.52,44.49999999999999,-39.199999999999996,32.3,-50.3,44,-38,51,-35,28,-59
,327,C.J. Prosise,RB,23.36,-108.35000000000001,19.799999999999997,-97.5,30.9,-120,11,-116,44,-93,,
,328,Dallas Goedert,TE,12.280000000000001,-20.759999999999998,0,0,30.7,-51.89999999999999,,,,,,
,329,Dante Pettis,WR,12.280000000000001,-38.800000000000004,0,0,30.7,-97,,,,,,
,330,James Conner,RB,17.840000000000003,-93.32000000000001,8.4,-67.8,30.6,-120.30000000000001,14,-113,,,,
,331,Jesse James,TE,43.220000000000006,-39.87,51.199999999999996,-32.5,30.3,-52.3,55,-27,56,-30,14,-73
,332,Chad Williams,WR,14.440000000000001,-84.24000000000001,3.5999999999999996,-67.8,30.1,-97.6,6,-113,,,,
,333,Jonnu Smith,TE,23.080000000000002,-42.76,16.8,-32.4,29.7,-52.89999999999999,28,-54,,,,
,334,De'Angelo Henderson,RB,15.600000000000001,-95.56,6.6,-69.6,28,-122.9,11,-116,,,,
,335,DaeSean Hamilton,WR,11.16,-39.92000000000001,0,0,27.9,-99.80000000000001,,,,,,
,336,Jaron Brown,WR,44.81,-80.72,53.3,-71.80000000000001,27.4,-100.30000000000001,72,-47,27,-105,20,-121
,337,Wayne Gallman,RB,39.24,-71.92000000000002,42.6,-33.6,27.1,-123.80000000000001,71,-56,,,,
,338,Rod Smith,RB,39.89,-77.42,43.9,-44.6,26.6,-124.30000000000001,73,-54,null,,1,-122
,339,Cordarrelle Patterson,WR,41.949999999999996,-83.58000000000001,51.699999999999996,-73.4,26.5,-101.2,55,-64,62,-70,1,-140
,340,Chris Conley,WR,26.970000000000002,-98.56,29.299999999999997,-95.8,26.3,-101.4,18,-101,53,-79,26,-115
,341,Rico Gathers,TE,10.280000000000001,-22.759999999999998,0,0,25.7,-56.89999999999999,,,,,,
,342,Kenny Britt,WR,48.9,-76.63,69.8,-55.300000000000004,25.5,-102.2,38,-81,128,-4,86,-55
,343,Lamar Jackson,QB,10.16,-99,0,0,25.4,-247.49999999999997,,,,,,
,344,Chris Moore,WR,27.73,-90.75,27.3,-83.69999999999999,24.7,-103,42,-77,7,-125,,
,345,Jeff Heuerman,TE,22.220000000000002,-56.519999999999996,19.8,-55.2,24.3,-58.3,26,-56,14,-72,,
,346,Demetrius Harris,TE,25.33,-57.76,25.3,-58.4,24.2,-58.39999999999999,30,-52,20,-66,13,-74
,347,TJ Jones,WR,9.600000000000001,-41.480000000000004,0,0,24,-103.7,,,,,,
,348,Jalen Richard,RB,46.21,-85.5,61.5,-55.8,23.9,-127,59,-68,87,-50,,
,349,Kalen Ballage,RB,9.56,-50.800000000000004,0,0,23.9,-127,,,,,,
,350,J'Mon Moore,WR,9.4,-41.68000000000001,0,0,23.5,-104.2,,,,,,
,351,T.J. Logan,RB,9.24,-51.120000000000005,0,0,23.1,-127.80000000000001,,,,,,
,352,Braxton Miller,WR,20.32,-98.16000000000003,18,-93,22.8,-104.9,22,-97,16,-116,,
,353,Stephen Anderson,TE,27.33,-51.41,28.5,-46.5,22.7,-59.89999999999999,40,-42,15,-71,,
,354,Laquon Treadwell,WR,17.34,-101.14,12.6,-98.4,22.6,-105.1,20,-99,2,-130,,
,355,D.J. Chark,WR,9,-42.080000000000005,0,0,22.5,-105.2,,,,,,
,356,Torrey Smith,WR,42.27,-83.26,55.7,-69.4,22.3,-105.4,55,-64,45,-87,92,-49
,357,Ryan Switzer,WR,9.96,-88.72000000000001,1.7999999999999998,-69.6,21.9,-105.80000000000001,3,-116,,,,
,358,Josh Reynolds,WR,15.120000000000001,-83.56,9.6,-61.8,21.8,-105.9,16,-103,,,,
,359,Boston Scott,RB,8.68,-51.68000000000001,0,0,21.7,-129.20000000000002,,,,,,
,360,Chad Hansen,WR,12.08,-86.6,5.3999999999999995,-66,21.2,-106.5,9,-110,,,,
,361,Jakeem Grant,WR,20.94,-97.53999999999999,18.599999999999998,-92.39999999999999,21.1,-106.6,32,-87,-2,-134,,
,362,Nick O'Leary,TE,27.35,-55.74,29.499999999999996,-54.2,21,-61.599999999999994,42,-40,13,-73,4,-83
,363,Tre'Quan Smith,WR,8,-43.080000000000005,0,0,20,-107.7,,,,,,
,364,Robert Turbin,RB,28.379999999999995,-109.48000000000002,37.599999999999994,-92,19.7,-131.20000000000002,17,-110,82,-55,28,-95
,365,Damien Williams,RB,35.42,-102.44,47.4,-82.2,19.3,-131.6,40,-87,70,-67,24,-99
,366,Tyler Ervin,WR,7.640000000000001,-43.44,0,0,19.1,-108.6,,,,,,
,367,Sean Culkin,TE,7.6000000000000005,-25.439999999999998,0,0,19,-63.599999999999994,,,,,,
,368,Mack Hollins,WR,19.080000000000002,-79.6,17.4,-54,18.7,-109,29,-90,,,,
,369,Phillip Dorsett,WR,26.740000000000002,-98.79000000000002,34.6,-90.5,18.6,-109.1,20,-99,66,-66,28,-113
,370,Tyler Boyd,WR,31.7,-86.78,42,-69,18,-109.7,35,-84,70,-62,,
,371,Marquez Valdes-Scantling,WR,7.040000000000001,-44.04,0,0,17.6,-110.1,,,,,,
,372,Kevin White,WR,10.240000000000002,-108.24,6.6,-104.4,17.1,-110.6,1,-118,20,-112,,
,373,Marcedes Lewis,TE,37.00000000000001,-46.09,47.599999999999994,-36.099999999999994,17,-65.6,64,-18,23,-63,23,-64
,374,Roger Lewis,WR,31.62,-86.86000000000001,39,-72,16.8,-110.9,54,-65,22,-110,,
,375,Seth DeValve,TE,6.720000000000001,-26.32,0,0,16.8,-65.8,,,,,,
,376,Justin Jackson,RB,6.640000000000001,-53.720000000000006,0,0,16.6,-134.3,,,,,,
,377,Jaylen Samuels,RB,6.48,-53.88000000000001,0,0,16.2,-134.70000000000002,,,,,,
,378,Josh Hill,TE,16.430000000000003,-66.66000000000001,17.1,-66.6,16.2,-66.39999999999999,14,-68,21,-65,24,-63
,379,Rhett Ellison,TE,23.5,-59.59000000000001,26.999999999999996,-56.699999999999996,16,-66.6,36,-46,12,-74,18,-69
,380,Lee Smith,TE,10.540000000000001,-72.55000000000001,6.999999999999999,-76.7,15.6,-67,8,-74,3,-83,13,-74
,381,Geoff Swaim,TE,8.41,-70.33,3.9,-71.1,15.4,-67.19999999999999,3,-79,7,-79,null,
,382,Mark Walton,RB,6.120000000000001,-54.24,0,0,15.3,-135.6,,,,,,
,383,Chris Herndon IV,TE,6.08,-26.959999999999997,0,0,15.2,-67.39999999999999,,,,,,
,384,Ito Smith,RB,6.04,-54.32000000000001,0,0,15.1,-135.8,,,,,,
,385,David Morgan,TE,12.440000000000001,-53.400000000000006,9.6,-39.6,15.1,-67.5,16,-66,null,,,
,386,Nick Boyle,TE,16.13,-66.96,16.099999999999998,-67.6,14.7,-67.89999999999999,22,-60,4,-82,17,-70
,387,Teddy Bridgewater,QB,15.08,-210.33,18.8,-162.7,14.7,-258.2,-2,-257,,,200,-85
,388,Benny Cunningham,RB,25.320000000000004,-112.54,31.799999999999997,-97.80000000000001,14.3,-136.6,37,-90,19,-118,39,-84
,389,Mike Gillislee,RB,52.69,-85.17,80.5,-49.1,14.1,-136.8,68,-59,117,-20,46,-77
,390,Antonio Callaway,WR,5.32,-45.760000000000005,0,0,13.3,-114.4,,,,,,
,391,Justin Hardy,WR,28.87,-96.66000000000001,39.1,-86,13.3,-114.4,40,-79,44,-88,19,-122
,392,Dwayne Allen,TE,24.020000000000003,-59.06999999999999,34.400000000000006,-49.3,13.3,-69.3,15,-67,79,-7,17,-70
,393,Kendrick Bourne,WR,15.68,-83,15.6,-55.8,13.2,-114.5,26,-93,,,,
,394,J.D. McKissic,RB,31.34,-100.37,39.6,-77.69999999999999,12.6,-138.3,65,-62,2,-135,,
,395,Samaje Perine,RB,39.720000000000006,-71.44,52.199999999999996,-24,12.3,-138.6,87,-40,,,,
,396,Levine Toilolo,TE,18.080000000000002,-65.00999999999999,22.8,-60.9,12.2,-70.39999999999999,18,-64,38,-48,6,-81
,397,Daurice Fountain,WR,4.88,-46.2,0,0,12.2,-115.5,,,,,,
,398,Carlos Henderson,WR,4.88,-46.2,0,0,12.2,-115.5,,,,,,
,399,Aaron Ripkowski,RB,12.860000000000001,-125,15.2,-114.4,11.9,-139,5,-122,40,-97,2,-121
,400,Eli Rogers,WR,24.02,-94.46000000000001,34.8,-76.2,11.8,-115.9,19,-100,78,-54,,
,401,A.J. Derby,TE,20.42,-58.32,24.599999999999998,-50.39999999999999,11.8,-70.8,34,-48,14,-72,,
,402,Malcolm Brown,RB,20.270000000000003,-117.58999999999999,23.9,-105.69999999999999,11.8,-139.1,36,-91,7,-130,2,-121
,403,Troy Fumagalli,TE,4.68,-28.36,0,0,11.7,-70.89999999999999,,,,,,
,404,Logan Paulsen,TE,4.64,-28.400000000000002,0,0,11.6,-71,,,,,,
,405,Jordan Akins,TE,4.4799999999999995,-28.56,0,0,11.2,-71.39999999999999,,,,,,
,406,Niles Paul,TE,4.36,-28.679999999999996,0,0,10.9,-71.69999999999999,,,,,,
,407,Kenjon Barner,RB,16.16,-121.7,20.2,-109.4,10.9,-140,17,-110,29,-108,13,-110
,408,Clive Walford,TE,18.23,-64.86,26.3,-57.4,10.7,-71.89999999999999,8,-74,54,-32,53,-34
,409,Deonte Thompson,WR,36.65,-88.88000000000001,51.49999999999999,-73.6,10.5,-117.2,67,-52,35,-97,8,-133
,410,Terrance West,RB,37,-100.86,60.00000000000001,-69.6,10.5,-140.4,28,-99,137,0,21,-102
,411,Jaleel Scott,WR,4.12,-46.96000000000001,0,0,10.3,-117.4,,,,,,
,412,Marcus Johnson,WR,5.28,-93.4,1.7999999999999998,-69.6,10.2,-117.5,3,-116,,,,
,413,Demarcus Robinson,WR,12.48,-86.2,12.6,-58.8,10.2,-117.5,21,-98,null,,,
,414,Jacquizz Rodgers,RB,31.150000000000002,-106.71000000000001,46.7,-82.89999999999999,10,-140.9,38,-89,78,-59,5,-118
,415,Andre Holmes,WR,22.849999999999998,-102.68,31.699999999999996,-93.39999999999999,10,-117.7,30,-89,31,-101,44,-97
,416,Andy Janovich,RB,10.34,-121.37000000000002,10.8,-106.5,9.6,-141.3,11,-116,14,-123,,
,417,Logan Thomas,TE,9,-56.84,7.8,-41.4,9.5,-73.1,13,-69,,,,
,418,Tommy Bohanon,RB,13.220000000000002,-104.09,14.399999999999999,-74.1,9.3,-141.6,23,-104,,,6,-117
,419,Patrick DiMarco,RB,7.640000000000001,-130.22,7.4,-122.19999999999999,9.1,-141.8,3,-124,11,-126,23,-100
,420,Joshua Bellamy,WR,3.5600000000000005,-47.52,0,0,8.9,-118.8,,,,,,
,421,Russell Shepard,WR,22.320000000000004,-103.21000000000001,32,-93.1,8.8,-118.9,28,-91,47,-85,11,-130
,422,Dion Sims,TE,21.39,-61.7,31.099999999999998,-52.599999999999994,8.6,-74,24,-58,50,-36,17,-70
,423,Durham Smythe,TE,3.4000000000000004,-29.64,0,0,8.5,-74.1,,,,,,
,424,Keith Smith,RB,5.010000000000001,-126.69999999999999,2.6999999999999997,-114.6,8.4,-142.5,3,-124,3,-134,,
,425,Will Dissly,TE,3.28,-29.759999999999998,0,0,8.2,-74.39999999999999,,,,,,
,426,Ian Thomas,TE,3.2,-29.84,0,0,8,-74.6,,,,,,
,427,Pharoh Cooper,WR,7.35,-111.13000000000001,6.9,-104.1,8,-119.7,7,-112,9,-123,,
,428,Ameer Abdullah,RB,50.7,-87.16,75.2,-54.4,8,-142.9,99,-28,22,-115,92,-31
,429,Zach Line,RB,8.91,-128.95,9.5,-120.10000000000001,7.9,-143,10,-117,2,-135,29,-94
,430,Tajae Sharpe,WR,12.68,-58.2,19.2,-20.4,7.7,-120,,,64,-68,,
,431,Dalton Schultz,TE,3.08,-29.959999999999997,0,0,7.7,-74.89999999999999,,,,,,
,432,Rod Streater,WR,7.88,-70.05,9.6,-44.099999999999994,7.7,-120,,,31,-101,3,-138
,433,Erik Swoope,TE,8.48,-37.459999999999994,10.799999999999999,-15,7.7,-74.89999999999999,,,36,-50,,
,434,Jacoby Brissett,QB,90.44000000000001,-160.92,133.2,-100.2,7.6,-265.29999999999995,208,-47,28,-240,,
,435,Jamize Olawale,RB,16.6,-121.26,24.4,-105.19999999999999,7.5,-143.4,14,-113,45,-92,25,-98
,436,Davis Webb,QB,2.9600000000000004,-106.2,0,0,7.4,-265.5,,,,,,
,437,ArDarius Stewart,WR,7.32,-91.36000000000001,6.6,-64.8,7.3,-120.4,11,-108,,,,
,438,Trevor Davis,WR,7.02,-111.46000000000001,6.6,-104.39999999999999,7.3,-120.4,8,-111,6,-126,,
,439,Mason Rudolph,QB,2.8800000000000003,-106.28,0,0,7.2,-265.7,,,,,,
,440,De'Anthony Thomas,WR,15.89,-109.64000000000003,20.7,-104.4,7.1,-120.60000000000001,27,-92,6,-126,27,-114
,441,Michael Burton,RB,4.14,-113.17000000000002,2.2,-86.3,7.1,-143.8,2,-125,null,,10,-113
,442,Bruce Ellington,WR,23.14,-82.59,30.799999999999997,-54.7,7.1,-120.60000000000001,49,-70,,,14,-127
,443,Brandon Coleman,WR,32.51,-93.02000000000001,49.5,-75.60000000000001,6.9,-120.8,50,-69,46,-86,57,-84
,444,Justin Hunter,WR,14.01,-111.52,20.9,-104.2,6.9,-120.8,8,-111,43,-89,32,-109
,445,Josh Adams,RB,2.72,-57.64,0,0,6.8,-144.1,,,,,,
,446,Mack Brown,RB,6.34,-125.37000000000002,6.6,-110.69999999999999,6.6,-144.3,4,-123,14,-123,,
,447,Michael Hoomanawanui,TE,8.240000000000002,-61.95,9,-48.900000000000006,6.6,-76,11,-71,,,24,-63
,448,Marvin Hall,WR,7.440000000000001,-91.24000000000001,7.199999999999999,-64.2,6.6,-121.10000000000001,12,-107,,,,
,449,Darrius Heyward-Bey,WR,15.74,-109.78999999999999,23.4,-101.69999999999999,6.6,-121.10000000000001,14,-105,35,-97,45,-96
,450,Ray-Ray McCloud,WR,2.64,-48.440000000000005,0,0,6.6,-121.10000000000001,,,,,,
,451,Josh Malone,WR,7.84,-90.84,7.8,-63.599999999999994,6.6,-121.10000000000001,13,-106,,,,
,452,Anthony Sherman,RB,9,-128.86,9.8,-119.8,6.5,-144.4,15,-112,1,-136,5,-118
,453,Jaydon Mickens,WR,8.88,-89.80000000000001,9.6,-61.8,6.2,-121.5,16,-103,,,,
,454,Tyler Conklin,TE,2.44,-30.6,0,0,6.1,-76.5,,,,,,
,455,Cole Hikutini,TE,3.2,-62.64,1.2,-48,6,-76.6,2,-80,,,,
,456,Derek Watt,RB,6.11,-125.60000000000001,6.299999999999999,-111,5.9,-145,6,-121,9,-128,,
,457,Lance Kendricks,TE,23.610000000000003,-59.48,37.300000000000004,-46.4,5.9,-76.69999999999999,26,-56,60,-26,37,-50
,458,Dylan Cantrell,WR,2.3600000000000003,-48.72,0,0,5.9,-121.8,,,,,,
,459,Richard Rodgers,TE,22.11,-60.97999999999999,35.1,-48.6,5.9,-76.69999999999999,22,-60,39,-47,102,15
,460,Eric Saubert,TE,2.3600000000000003,-30.679999999999996,0,0,5.9,-76.69999999999999,,,,,,
,461,Equanimeous St. Brown,WR,2.3600000000000003,-48.72,0,0,5.9,-121.8,,,,,,
,462,Jerell Adams,TE,2.32,-30.72,0,0,5.8,-76.8,,,,,,
,463,Michael Campanaro,WR,15.120000000000003,-110.41,20.000000000000004,-105.1,5.8,-121.9,28,-91,7,-125,11,-130
,464,Andy Jones,WR,2.32,-48.760000000000005,0,0,5.8,-121.9,,,,,,
,465,Alex Erickson,WR,12.930000000000003,-105.55000000000001,16.5,-94.5,5.7,-122,24,-95,7,-125,,
,466,Jarius Wright,WR,19.240000000000002,-106.29,27.599999999999998,-97.5,5.6,-122.10000000000001,32,-87,13,-119,45,-96
,467,Jordan Thomas,TE,2.2399999999999998,-30.8,0,0,5.6,-77,,,,,,
,468,C.J. Uzomah,TE,12.549999999999999,-66.19,17.7,-57.3,5.5,-77.1,15,-67,29,-57,null,
,469,Marcell Ateman,WR,2.2,-48.88,0,0,5.5,-122.2,,,,,,
,470,Roosevelt Nix,RB,7.61,-130.25000000000003,8.299999999999999,-121.29999999999998,5.4,-145.5,13,-114,1,-136,2,-121
,471,James Develin,RB,2.16,-58.2,0,0,5.4,-145.5,,,,,,
,472,Trey Quinn,WR,2.16,-48.92,0,0,5.4,-122.3,,,,,,
,473,Derek Carrier,TE,2.12,-30.92,0,0,5.3,-77.3,,,,,,
,474,Bo Scarbrough,RB,2.12,-58.24,0,0,5.3,-145.6,,,,,,
,475,Akrum Wadley,RB,2.04,-58.32000000000001,0,0,5.1,-145.8,,,,,,
,476,Jordan Lasley,WR,2.04,-49.040000000000006,0,0,5.1,-122.60000000000001,,,,,,
,477,Cameron Artis-Payne,RB,14.14,-123.72000000000001,21,-108.59999999999998,5.1,-145.8,16,-111,28,-109,30,-93
,478,Eric Tomlinson,TE,9.24,-56.6,10.799999999999999,-38.4,5.1,-77.5,18,-64,,,,
,479,Damion Ratley,WR,2,-49.080000000000005,0,0,5,-122.7,,,,,,
,480,James O'Shaughnessy,TE,10.85,-59.339999999999996,13.5,-44.400000000000006,5,-77.6,21,-61,null,,9,-78
,481,Jeremy Hill,RB,38.3,-99.56,70,-59.599999999999994,5,-145.9,13,-114,155,18,157,34
,482,Elijhaa Penny,RB,13.160000000000002,-98,16.8,-59.4,4.9,-146,28,-99,,,,
,483,Cedrick Wilson,WR,1.9600000000000002,-49.120000000000005,0,0,4.9,-122.8,,,,,,
,484,Trenton Cannon,RB,1.9600000000000002,-58.400000000000006,0,0,4.9,-146,,,,,,
,485,Braxton Berrios,WR,1.8800000000000001,-49.2,0,0,4.7,-123,,,,,,
,486,Tommylee Lewis,WR,9.99,-108.49000000000002,12.899999999999999,-98.1,4.6,-123.10000000000001,17,-102,9,-123,,
