Taken,Rank,Name,Position,ProjectPointsAverage,ProjectedVBDAverage,PointsAverage,VBDAverage,BestPointsYear,BestVBDYear,Points_2016,VBD_2016,Team_2016,Points_2015,VBD_2015,Team_2015,Points_2014,VBD_2014,Team_2014,Points_2013,VBD_2013,Team_2013 
,257,Marcel Reece,RB,38.898,0.000,49.100,0.000,2013 OAK,2015 OAK,20.10,0.000,Oak,49,,OAK,39,,OAK,80,,OAK
,296,Josh Huff,WR,31.509,0.000,32.100,0.000,2015 PHI,2015 PHI,30.13,0.000,Phi,49,,PHI,9,,PHI,,,
,289,Darren Fells,TE,33.747,0.000,31.500,0.000,2015 ARI,2015 ARI,36.86,0.000,Ari,49,,ARI,7,,ARI,,,
,143,Jared Cook,TE,70.120,0.320,62.800,0.400,2013 STL,2013 STL,82.00,0.000,GB,48,,STL,81,,STL,97,4,STL
,198,C.J. Spiller,RB,62.378,0.000,54.500,0.000,2013 BUF,2015 NOR,71.68,0.000,NO,47,,NOR,47,,BUF,122,,BUF
,274,Denard Robinson,RB,35.932,0.000,55.800,0.000,2014 JAX,2015 JAX,8.61,0.000,Jax,47,,JAX,91,,JAX,3,,JAX
,282,Cameron Brate,TE,34.835,0.000,28.800,0.000,2015 TAM,2015 TAM,43.83,0.000,TB,47,,TAM,2,,TAM,,,
,101,Fred Jackson,RB,52.200,5.360,83.300,7.000,2013 BUF,2013 BUF,,,,46,,SEA,123,3,BUF,188,61,BUF
,236,Quinton Patton,WR,46.948,0.000,29.400,0.000,2015 SFO,2015 SFO,74.60,0.000,SF,46,,SFO,4,,SFO,6,,SFO
,326,Mike Gillislee,RB,25.943,0.000,27.800,0.000,2015 BUF,2015 BUF,21.85,0.000,Buf,46,,BUF,,,,2,,MIA
,129,Riley Cooper,WR,40.060,1.520,63.100,1.900,2013 PHI,2013 PHI,,,,45,,PHI,74,,PHI,139,19,PHI
,309,Darrius Heyward-Bey,WR,29.638,0.000,31.700,0.000,2015 PIT,2015 PIT,23.31,0.000,Pit,45,,PIT,1,,PIT,44,,IND
,215,Jarius Wright,WR,51.689,0.000,56.500,0.000,2014 MIN,2015 MIN,45.34,0.000,Min,45,,MIN,78,,MIN,61,,MIN
,228,Andre Holmes,WR,48.797,0.000,59.200,0.000,2014 OAK,2015 OAK,34.94,0.000,Oak,44,,OAK,93,,OAK,49,,OAK
,167,Case Keenum,QB,96.109,0.000,43.700,0.000,2013 HOU,2015 STL,177.34,0.000,LA,44,,STL,23,,2TM,104,,HOU
,315,Zach Mettenberger,QB,28.080,0.000,47.700,0.000,2014 TEN,2015 TEN,,,,44,,TEN,71,,TEN,,,
,285,Anthony Fasano,TE,34.269,0.000,44.300,0.000,2014 KAN,2015 TEN,18.55,0.000,Ten,43,,TEN,49,,KAN,38,,KAN
,345,Bryan Walters,WR,22.172,0.000,27.600,0.000,2015 JAX,2015 JAX,12.82,0.000,Jax,43,,JAX,6,,SEA,,,
,333,Chris Givens,WR,24.340,0.000,38.000,0.000,2013 STL,2015 2TM,,,,43,,2TM,22,,STL,56,,STL
,312,Bishop Sankey,RB,28.820,0.000,49.200,0.000,2014 TEN,2015 TEN,,,,43,,TEN,78,,TEN,,,
,392,JJ Nelson,WR,15.960,0.000,25.200,0.000,2015 ARI,2015 ARI,,,,42,,ARI,,,,,,
,140,Tony Romo,QB,137.366,0.480,130.900,0.700,2014 DAL,2013 DAL,152.70,0.000,Dal,41,,DAL,266,1,DAL,265,4,DAL
,235,Tevin Coleman,RB,47.268,0.000,24.600,0.000,2015 ATL,2015 ATL,83.39,0.000,Atl,41,,ATL,,,,,,
,98,Vernon Davis,TE,38.131,5.440,51.200,6.800,2013 SFO,2013 SFO,10.87,0.000,Was,40,,2TM,37,,SFO,161,68,SFO
,281,EJ Manuel,QB,34.900,0.000,54.400,0.000,2013 BUF,2015 BUF,,,,39,,BUF,59,,BUF,133,,BUF
,219,Benny Cunningham,RB,51.028,0.000,51.200,0.000,2014 STL,2015 STL,53.60,0.000,LA,39,,STL,80,,STL,38,,STL
,368,Ryan Grant,WR,19.352,0.000,25.500,0.000,2015 WAS,2015 WAS,8.98,0.000,Was,39,,WAS,7,,WAS,,,
,300,Donald Brown,RB,31.160,0.000,48.000,0.000,2013 IND,2015 SDG,,,,38,,SDG,43,,SDG,123,,IND
,359,Keshawn Martin,WR,20.226,0.000,28.700,0.000,2015 NWE,2015 NWE,4.49,0.000,NE,38,,NWE,8,,HOU,35,,HOU
,225,Lance Kendricks,TE,49.277,0.000,44.000,0.000,2014 STL,2015 STL,58.57,0.000,LA,37,,STL,56,,STL,50,,STL
,317,Garrett Celek,TE,27.123,0.000,24.100,0.000,2015 SFO,2015 SFO,31.43,0.000,SF,37,,SFO,5,,SFO,4,,SFO
,256,Ryan Griffin,TE,39.441,0.000,29.700,0.000,2015 HOU,2015 HOU,54.16,0.000,Hou,37,,HOU,15,,HOU,30,,HOU
,419,Jeremy Butler,WR,13.680,0.000,21.600,0.000,2015 BAL,2015 BAL,,,,36,,BAL,,,,,,
,233,Jay Ajayi,RB,47.720,0.000,21.600,0.000,2015 MIA,2015 MIA,89.58,0.000,Mia,36,,MIA,,,,,,
,325,Percy Harvin,WR,26.100,0.000,44.900,0.000,2014 2TM,2015 BUF,,,,35,,BUF,79,,2TM,2,,SEA
,435,Josh Bellamy,WR,12.920,0.000,20.400,0.000,2015 CHI,2015 CHI,,,,34,,CHI,,,CHI,,,2TM
,244,Larry Donnell,TE,44.341,0.000,47.700,0.000,2014 NYG,2015 NYG,44.16,0.000,NYG,34,,NYG,90,,NYG,3,,NYG
,245,Mychal Rivera,TE,44.047,0.000,49.400,0.000,2014 OAK,2015 OAK,36.65,0.000,Oak,34,,OAK,75,,OAK,65,,OAK
,293,Tre Mason,RB,31.960,0.000,56.100,0.000,2014 STL,2015 STL,,,,34,,STL,119,,STL,,,
,270,Ka'Deem Carey,RB,36.375,0.000,27.000,0.000,2015 CHI,2015 CHI,52.46,0.000,Chi,34,,CHI,22,,CHI,,,
,139,Andre Williams,RB,39.453,0.640,58.500,1.200,2014 NYG,2014 NYG,16.35,0.000,NYG,34,,NYG,127,4,NYG,,,
,260,Jaelen Strong,WR,38.182,0.000,20.400,0.000,2015 HOU,2015 HOU,66.48,0.000,Hou,34,,HOU,,,,,,
,320,Adam Humphries,WR,26.938,0.000,20.400,0.000,2015 TAM,2015 TAM,36.89,0.000,TB,34,,TAM,,,,,,
,287,Ahmad Bradshaw,RB,34.060,0.000,58.400,0.000,2014 IND,2015 IND,,,,33,,IND,117,,IND,35,,IND
,402,Jimmy Clausen,QB,15.100,0.000,24.600,0.000,2015 2TM,2015 2TM,,,,33,,2TM,16,,CHI,,,
,283,Mark Sanchez,QB,34.780,0.000,61.500,0.000,2014 PHI,2015 PHI,,,,33,,PHI,139,,PHI,,,
,438,Kellen Moore,QB,12.540,0.000,19.800,0.000,2015 DAL,2015 DAL,,,,33,,DAL,,,,,,
,265,Maxx Williams,TE,37.609,0.000,19.800,0.000,2015 BAL,2015 BAL,65.97,0.000,Bal,33,,BAL,,,,,,
,301,Justin Hunter,WR,31.157,0.000,45.500,0.000,2014 TEN,2015 TEN,8.94,0.000,Ten,32,,TEN,68,,TEN,59,,TEN
,334,Quincy Enunwa,WR,24.183,0.000,19.200,0.000,2015 NYJ,2015 NYJ,31.64,0.000,NYJ,32,,NYJ,,,NYJ,,,
,253,Nelson Agholor,WR,41.747,0.000,19.200,0.000,2015 PHI,2015 PHI,77.86,0.000,Phi,32,,PHI,,,,,,
,318,Michael Vick,QB,27.060,0.000,42.200,0.000,2013 PHI,2015 PIT,,,,31,,PIT,45,,NYJ,101,,PHI
,453,Marc Mariani,WR,11.400,0.000,18.000,0.000,2015 CHI,2015 CHI,,,,30,,CHI,,,,,,
,223,Eddie Royal,WR,50.344,0.000,53.700,0.000,2014 SDG,2015 CHI,52.38,0.000,Chi,30,,CHI,119,,SDG,,,
,346,Cameron Artis-Payne,RB,22.131,0.000,18.000,0.000,2015 CAR,2015 CAR,28.24,0.000,Car,30,,CAR,,,,,,
,357,Matt Schaub,QB,20.311,0.000,26.700,0.000,2013 HOU,2015 BAL,4.03,0.000,Atl,29,,BAL,-4,,OAK,105,,HOU
,427,Zach Line,RB,13.205,0.000,17.500,0.000,2015 MIN,2015 MIN,5.54,0.000,Min,29,,MIN,,,MIN,1,,MIN
,295,Marqise Lee,WR,31.617,0.000,32.100,0.000,2014 JAX,2015 JAX,33.57,0.000,Jax,29,,JAX,49,,JAX,,,
,339,Miles Austin,WR,23.600,0.000,39.900,0.000,2014 CLE,2015 PHI,,,,28,,PHI,69,,CLE,24,,DAL
,258,Jermaine Gresham,TE,38.492,0.000,46.000,0.000,2014 CIN,2015 ARI,27.82,0.000,Ari,28,,ARI,76,,CIN,64,,CIN
,275,Andrew Hawkins,WR,35.610,0.000,47.600,0.000,2014 CLE,2015 CLE,21.08,0.000,Cle,28,,CLE,96,,CLE,20,,CIN
,303,Robert Turbin,RB,30.825,0.000,37.800,0.000,2014 SEA,2015 2TM,21.54,0.000,Ind,28,,2TM,60,,SEA,30,,SEA
,352,Travaris Cadet,RB,21.121,0.000,28.000,0.000,2014 NOR,2015 3TM,11.37,0.000,NO,28,,3TM,35,,NOR,7,,NOR
,378,Lance Dunbar,RB,17.280,0.000,28.300,0.000,2014 DAL,2015 DAL,,,,28,,DAL,32,,DAL,19,,DAL
,400,Nick Williams,WR,15.307,0.000,17.200,0.000,2015 ATL,2015 ATL,11.44,0.000,Atl,28,,ATL,,,,4,,WAS
,220,Phillip Dorsett,WR,50.977,0.000,16.800,0.000,2015 IND,2015 IND,106.15,0.000,Ind,28,,IND,,,,,,
,271,Greg Jennings,WR,36.340,0.000,59.800,0.000,2014 MIN,2015 MIA,,,,27,,MIA,110,,MIN,106,,MIN
,246,Jeremy Kerley,WR,43.928,0.000,41.300,0.000,2013 NYJ,2015 NYJ,48.39,0.000,SF,27,,NYJ,60,,NYJ,71,,NYJ
,450,DuJuan Harris,RB,11.540,0.000,18.600,0.000,2015 2TM,2015 2TM,,,,27,,2TM,8,,GNB,,,
,297,Luke Willson,TE,31.421,0.000,36.300,0.000,2014 SEA,2015 SEA,25.16,0.000,Sea,27,,SEA,56,,SEA,33,,SEA
,397,De'Anthony Thomas,WR,15.540,0.000,26.100,0.000,2014 KAN,2015 KAN,,,,27,,KAN,33,,KAN,,,
,370,Ty Montgomery,WR,18.723,0.000,16.200,0.000,2015 GNB,2015 GNB,22.27,0.000,GB,27,,GNB,,,,,,
,284,Christine Michael,RB,34.323,0.000,22.100,0.000,2015 2TM,2015 2TM,54.64,0.000,Sea,26,,2TM,19,,SEA,8,,SEA
,344,Brice Butler,WR,22.256,0.000,28.600,0.000,2014 OAK,2015 DAL,13.62,0.000,Dal,26,,DAL,40,,OAK,10,,OAK
,294,Chris Conley,WR,31.665,0.000,15.600,0.000,2015 KAN,2015 KAN,57.33,0.000,KC,26,,KAN,,,,,,
,353,Jonas Gray,RB,21.020,0.000,36.600,0.000,2014 NWE,2015 2TM,,,,25,,2TM,72,,NWE,,,
,441,Jamize Olawale,RB,12.300,0.000,19.900,0.000,2015 OAK,2015 OAK,,,,25,,OAK,14,,OAK,7,,OAK
,337,Ed Dickson,TE,23.760,0.000,23.100,0.000,2013 BAL,2015 CAR,24.00,0.000,Car,24,,CAR,18,,CAR,33,,BAL
,385,Michael Hoomanawanui,TE,16.304,0.000,17.600,0.000,2015 2TM,2015 2TM,13.01,0.000,NO,24,,2TM,4,,NWE,20,,NWE
,473,Craig Stevens,TE,9.680,0.000,15.400,0.000,2015 TEN,2015 TEN,,,,24,,TEN,3,,TEN,1,,TEN
,103,Matt Asiata,RB,40.985,4.960,62.800,9.300,2014 MIN,2014 MIN,13.54,0.000,Min,24,,MIN,150,31,MIN,34,,MIN
,363,Stedman Bailey,WR,19.840,0.000,32.900,0.000,2014 STL,2015 STL,,,,24,,STL,51,,STL,32,,STL
,439,Landry Jones,QB,12.506,0.000,14.400,0.000,2015 PIT,2015 PIT,8.91,0.000,Pit,24,,PIT,,,,,,PIT
,329,Josh Hill,TE,25.352,0.000,29.800,0.000,2014 NOR,2015 NOR,20.40,0.000,NO,24,,NOR,48,,NOR,10,,NOR
,488,Rashad Ross,WR,9.120,0.000,14.400,0.000,2015 WAS,2015 WAS,,,,24,,WAS,,,2TM,,,
,433,Orleans Darkwa,RB,13.051,0.000,18.300,0.000,2015 NYG,2015 NYG,4.87,0.000,NYG,24,,NYG,13,,2TM,,,
,404,Damien Williams,RB,15.040,0.000,25.500,0.000,2014 MIA,2015 MIA,,,,24,,MIA,37,,MIA,,,
,351,Taylor Gabriel,WR,21.737,0.000,35.100,0.000,2014 CLE,2015 CLE,4.15,0.000,Cle,24,,CLE,69,,CLE,,,
,375,Clay Harbor,TE,17.780,0.000,28.800,0.000,2013 JAX,2015 JAX,,,,23,,JAX,37,,JAX,39,,JAX
,330,Marcedes Lewis,TE,25.098,0.000,30.100,0.000,2013 JAX,2015 JAX,16.10,0.000,Jax,23,,JAX,35,,JAX,58,,JAX
,291,Virgil Green,TE,32.417,0.000,18.500,0.000,2015 DEN,2015 DEN,55.36,0.000,Den,23,,DEN,14,,DEN,5,,DEN
,491,T.J. Yates,QB,8.980,0.000,14.200,0.000,2015 HOU,2015 HOU,,,,23,,HOU,1,,ATL,1,,HOU
,416,Patrick DiMarco,RB,13.872,0.000,17.900,0.000,2015 ATL,2015 ATL,7.40,0.000,Atl,23,,ATL,12,,ATL,5,,ATL
,411,Griff Whalen,WR,14.106,0.000,17.800,0.000,2013 IND,2015 IND,5.70,0.000,Mia,23,,IND,,,IND,40,,IND
,338,Fozzy Whittaker,RB,23.603,0.000,27.200,0.000,2013 2TM,2015 CAR,17.85,0.000,Car,23,,CAR,33,,CAR,35,,2TM
,424,Adam Thielen,WR,13.509,0.000,19.800,0.000,2015 MIN,2015 MIN,4.13,0.000,Min,23,,MIN,20,,MIN,,,
,316,Rashad Greene,WR,27.174,0.000,13.800,0.000,2015 JAX,2015 JAX,48.51,0.000,Jax,23,,JAX,,,,,,
,405,Terron Ward,RB,14.999,0.000,13.800,0.000,2015 ATL,2015 ATL,16.47,0.000,Atl,23,,ATL,,,,,,
,394,Taiwan Jones,RB,15.745,0.000,13.800,0.000,2015 OAK,2015 OAK,18.17,0.000,Oak,22,,OAK,,,,6,,OAK
,395,Bennie Fowler,WR,15.732,0.000,13.200,0.000,2015 DEN,2015 DEN,19.40,0.000,Den,22,,DEN,,,,,,
,327,Branden Oliver,RB,25.800,0.000,45.900,0.000,2014 SDG,2015 SDG,,,,22,,SDG,109,,SDG,,,
,406,Bruce Miller,RB,14.860,0.000,24.200,0.000,2014 SFO,2015 SFO,,,,21,,SFO,30,,SFO,26,,SFO
,387,Jordan Norwood,WR,16.260,0.000,12.600,0.000,2015 DEN,2015 DEN,21.79,0.000,Den,21,,DEN,,,,,,
,506,Chris Matthews,WR,7.980,0.000,12.600,0.000,2015 2TM,2015 2TM,,,,21,,2TM,,,,,,
,120,Zac Stacy,RB,28.060,2.480,42.400,3.100,2013 STL,2013 STL,,,,21,,NYJ,47,,STL,157,31,STL
,379,C.J. Fiedorowicz,TE,17.183,0.000,15.300,0.000,2015 HOU,2015 HOU,20.43,0.000,Hou,21,,HOU,9,,HOU,,,
,214,Terrance West,RB,51.987,0.000,43.200,0.000,2014 CLE,2015 2TM,72.86,0.000,Bal,21,,2TM,102,,CLE,,,
,451,Andre Caldwell,WR,11.520,0.000,17.400,0.000,2013 DEN,2015 DEN,,,,20,,DEN,5,,DEN,39,,DEN
,449,John Kuhn,RB,11.600,0.000,18.700,0.000,2015 GNB,2015 GNB,,,,20,,GNB,17,,GNB,16,,GNB
,388,Louis Murphy,WR,16.240,0.000,27.800,0.000,2014 TAM,2015 TAM,,,,20,,TAM,50,,TAM,8,,NYG
,483,Derek Carrier,TE,9.360,0.000,15.300,0.000,2015 WAS,2015 WAS,,,,20,,WAS,11,,SFO,,,SFO
,218,Geno Smith,QB,51.208,0.000,78.500,0.000,2013 NYJ,2015 NYJ,7.81,0.000,NYJ,20,,NYJ,157,,NYJ,194,,NYJ
,445,Kerwynn Williams,RB,11.760,0.000,19.800,0.000,2014 ARI,2015 ARI,,,,20,,ARI,26,,ARI,,,2TM
,332,Tim Wright,TE,24.480,0.000,39.300,0.000,2013 TAM,2015 DET,,,,20,,DET,62,,NWE,87,,TAM
,373,Jaron Brown,WR,17.878,0.000,24.500,0.000,2014 ARI,2015 ARI,8.10,0.000,Ari,20,,ARI,35,,ARI,20,,ARI
,489,Jalston Fowler,RB,9.067,0.000,12.000,0.000,2015 TEN,2015 TEN,3.86,0.000,Ten,20,,TEN,,,,,,
,510,David Cobb,RB,7.600,0.000,12.000,0.000,2015 TEN,2015 TEN,,,,20,,TEN,,,,,,
,331,Austin Davis,QB,24.500,0.000,43.800,0.000,2014 STL,2015 CLE,,,,19,,CLE,108,,STL,,,
,466,Javontee Herndon,WR,10.252,0.000,11.400,0.000,2015 SDG,2015 SDG,7.98,0.000,SD,19,,SDG,,,,,,
,390,Blake Bell,TE,16.093,0.000,11.400,0.000,2015 SFO,2015 SFO,23.35,0.000,SF,19,,SFO,,,,,,
,341,Tyler Kroft,TE,23.180,0.000,11.400,0.000,2015 CIN,2015 CIN,42.00,0.000,Cin,19,,CIN,,,,,,
,290,Justin Hardy,WR,32.767,0.000,11.400,0.000,2015 ATL,2015 ATL,67.23,0.000,Atl,19,,ATL,,,,,,
,518,Donteea Dye,WR,7.220,0.000,11.400,0.000,2015 TAM,2015 TAM,,,,19,,TAM,,,,,,
,393,Rhett Ellison,TE,15.906,0.000,20.700,0.000,2014 MIN,2015 MIN,9.12,0.000,Min,18,,MIN,29,,MIN,12,,MIN
,323,Roy Helu,RB,26.220,0.000,43.400,0.000,2014 WAS,2015 OAK,,,,17,,OAK,85,,WAS,77,,WAS
,205,Dwayne Allen,TE,59.184,0.000,37.400,0.000,2014 IND,2015 IND,100.01,0.000,Ind,17,,IND,88,,IND,8,,IND
,374,Dion Sims,TE,17.870,0.000,23.100,0.000,2014 MIA,2015 MIA,11.29,0.000,Mia,17,,MIA,40,,MIA,9,,MIA
,343,Kenbrell Thompkins,WR,22.327,0.000,25.400,0.000,2013 NWE,2015 NYJ,15.44,0.000,NYJ,17,,NYJ,27,,2TM,71,,NWE
,536,Jake Stoneburner,TE,6.460,0.000,10.200,0.000,2015 MIA,2015 MIA,,,,17,,MIA,,,,,,GNB
,534,T.J. Jones,WR,6.460,0.000,10.200,0.000,2015 DET,2015 DET,,,,17,,DET,,,,,,
,535,Nick Boyle,TE,6.460,0.000,10.200,0.000,2015 BAL,2015 BAL,,,,17,,BAL,,,,,,
,314,Knile Davis,RB,28.224,0.000,44.700,0.000,2014 KAN,2015 KAN,5.22,0.000,KC,16,,KAN,99,,KAN,54,,KAN
,494,Justin Perillo,TE,8.808,0.000,9.600,0.000,2015 GNB,2015 GNB,7.18,0.000,GB,16,,GNB,,,,,,
,432,Devin Smith,WR,13.099,0.000,9.600,0.000,2015 NYJ,2015 NYJ,18.47,0.000,NYJ,16,,NYJ,,,,,,
,380,Anthony Dixon,RB,16.980,0.000,29.100,0.000,2014 BUF,2015 BUF,,,,15,,BUF,60,,BUF,21,,SFO
,137,Pierre Thomas,RB,29.060,0.800,46.000,1.000,2013 NOR,2013 NOR,,,,15,,2TM,78,,NOR,136,10,NOR
,499,Chris Gragg,TE,8.340,0.000,13.400,0.000,2015 BUF,2015 BUF,,,,15,,BUF,11,,BUF,11,,BUF
,540,Myles White,WR,6.260,0.000,9.700,0.000,2015 NYG,2015 NYG,,,,15,,NYG,,,,7,,GNB
,490,Troy Niklas,TE,9.027,0.000,10.200,0.000,2015 ARI,2015 ARI,7.07,0.000,Ari,15,,ARI,4,,ARI,,,
,493,Devin Street,WR,8.840,0.000,9.600,0.000,2015 DAL,2015 DAL,7.42,0.000,Dal,15,,DAL,2,,DAL,,,
,269,Tyrell Williams,WR,36.670,0.000,9.000,0.000,2015 SDG,2015 SDG,81.50,0.000,SD,15,,SDG,,,,,,
,386,Jason Avant,WR,16.280,0.000,26.200,0.000,2013 PHI,2015 KAN,,,,14,,KAN,41,,2TM,55,,PHI
,547,Marlon Moore,WR,5.880,0.000,9.100,0.000,2015 CLE,2015 CLE,,,,14,,CLE,,,CLE,7,,2TM
,369,Andre Roberts,WR,18.840,0.000,30.800,0.000,2013 ARI,2015 WAS,,,,14,,WAS,55,,WAS,59,,ARI
,414,Aaron Dobson,WR,13.932,0.000,17.200,0.000,2013 NWE,2015 NWE,4.98,0.000,NE,14,,NWE,4,,NWE,76,,NWE
,431,Rex Burkhead,RB,13.119,0.000,12.600,0.000,2015 CIN,2015 CIN,14.63,0.000,Cin,14,,CIN,14,,CIN,,,CIN
,474,Bruce Ellington,WR,9.640,0.000,16.500,0.000,2014 SFO,2015 SFO,,,,14,,SFO,27,,SFO,,,
,396,Lorenzo Taliaferro,RB,15.720,0.000,27.900,0.000,2014 BAL,2015 BAL,,,,14,,BAL,65,,BAL,,,
,298,Jesse James,TE,31.209,0.000,8.400,0.000,2015 PIT,2015 PIT,68.13,0.000,Pit,14,,PIT,,,,,,
,561,Akeem Hunt,RB,5.320,0.000,8.400,0.000,2015 HOU,2015 HOU,,,,14,,HOU,,,,,,
,528,Chase Coffman,TE,6.860,0.000,11.400,0.000,2015 2TM,2015 2TM,,,,13,,2TM,12,,TEN,,,ATL
,145,Steven Jackson,RB,33.660,0.320,55.900,0.600,2014 ATL,2014 ATL,,,,13,,NWE,122,2,ATL,115,,ATL
,577,Luke McCown,QB,4.940,0.000,7.800,0.000,2015 NOR,2015 NOR,,,,13,,NOR,,,NOR,,,NOR
,413,Brandon Myers,TE,14.060,0.000,21.100,0.000,2013 NYG,2015 TAM,,,,13,,TAM,19,,TAM,76,,NYG
,421,Brandon Pettigrew,TE,13.636,0.000,15.100,0.000,2013 DET,2015 DET,8.99,0.000,Det,13,,DET,7,,DET,52,,DET
,512,John Phillips,TE,7.592,0.000,9.900,0.000,2015 SDG,2015 SDG,3.82,0.000,Den,13,,SDG,6,,SDG,3,,SDG
,480,Lee Smith,TE,9.460,0.000,11.600,0.000,2015 OAK,2015 OAK,6.00,0.000,Oak,13,,OAK,10,,BUF,8,,BUF
,459,Ricardo Lockette,WR,10.700,0.000,18.200,0.000,2014 SEA,2015 SEA,,,,13,,SEA,32,,SEA,8,,2TM
,408,Dan Herron,RB,14.300,0.000,24.900,0.000,2014 IND,2015 2TM,,,,13,,2TM,54,,IND,9,,2TM
,417,Bryce Brown,RB,13.740,0.000,21.600,0.000,2013 PHI,2015 SEA,,,,13,,SEA,28,,BUF,54,,PHI
,470,Cooper Helfet,TE,9.900,0.000,17.100,0.000,2014 SEA,2015 SEA,,,,13,,SEA,31,,SEA,,,
,376,Kenjon Barner,RB,17.644,0.000,7.900,0.000,2015 PHI,2015 PHI,33.22,0.000,Phi,13,,PHI,,,,1,,CAR
,364,Jack Doyle,TE,19.683,0.000,15.200,0.000,2014 IND,2015 IND,28.27,0.000,Ind,13,,IND,24,,IND,2,,IND
,565,Demetrius Harris,TE,5.260,0.000,8.400,0.000,2015 KAN,2015 KAN,,,,13,,KAN,2,,KAN,,,
,444,Jared Abbrederis,WR,11.776,0.000,7.800,0.000,2015 GNB,2015 GNB,17.99,0.000,GB,13,,GNB,,,,,,
,377,Charles Johnson,WR,17.455,0.000,25.800,0.000,2014 MIN,2015 MIN,7.67,0.000,Min,13,,MIN,60,,MIN,,,
,576,Keith Mumphery,WR,4.940,0.000,7.800,0.000,2015 HOU,2015 HOU,,,,13,,HOU,,,,,,
,511,Tony Moeaki,TE,7.600,0.000,12.900,0.000,2014 SEA,2015 ATL,,,,12,,ATL,19,,SEA,,,2TM
,448,Brandon Tate,WR,11.634,0.000,14.800,0.000,2014 CIN,2015 CIN,7.88,0.000,Cin,12,,CIN,25,,CIN,1,,CIN
,525,Luke Stocker,TE,6.967,0.000,8.400,0.000,2015 TAM,2015 TAM,4.65,0.000,TB,12,,TAM,4,,TAM,,,TAM
,503,Marcus Easley,WR,8.049,0.000,7.300,0.000,2015 BUF,2015 BUF,8.97,0.000,Buf,12,,BUF,,,,1,,BUF
,447,Matt McGloin,QB,11.680,0.000,16.600,0.000,2013 OAK,2015 OAK,,,,12,,OAK,5,,OAK,79,,OAK
,430,Cody Latimer,WR,13.160,0.000,7.800,0.000,2015 DEN,2015 DEN,21.79,0.000,Den,12,,DEN,2,,DEN,,,
,581,Cameron Meredith,WR,4.560,0.000,7.200,0.000,2015 CHI,2015 CHI,,,,12,,CHI,,,,,,
,582,Darius Jennings,WR,4.560,0.000,7.200,0.000,2015 CLE,2015 CLE,,,,12,,CLE,,,,,,
,462,Jerome Simpson,WR,10.500,0.000,14.500,0.000,2013 MIN,2015 SFO,,,,11,,SFO,,,,79,,MIN
,586,Will Tukuafu,RB,4.340,0.000,6.900,0.000,2015 SEA,2015 SEA,,,,11,,SEA,1,,SEA,,,
,391,Marlon Brown,WR,16.020,0.000,24.000,0.000,2013 BAL,2015 BAL,,,,11,,BAL,26,,BAL,96,,BAL
,571,Russell Shepard,WR,5.140,0.000,8.400,0.000,2015 TAM,2015 TAM,,,,11,,TAM,6,,TAM,,,TAM
,529,Michael Campanaro,WR,6.740,0.000,11.400,0.000,2014 BAL,2015 BAL,,,,11,,BAL,16,,BAL,,,
,590,Kendall Gaskins,RB,4.180,0.000,6.600,0.000,2015 SFO,2015 SFO,,,,11,,SFO,,,,,,
,541,Josh Freeman,QB,6.200,0.000,9.000,0.000,2013 2TM,2015 IND,,,,10,,IND,,,,30,,2TM
,605,Dan Orlovsky,QB,3.800,0.000,6.000,0.000,2015 DET,2015 DET,,,,10,,DET,,,,,,TAM
,132,Wes Welker,WR,24.120,1.440,37.200,1.800,2013 DEN,2013 DEN,,,,10,,STL,58,,DEN,138,18,DEN
,328,Brian Quick,WR,25.696,0.000,27.000,0.000,2014 STL,2015 STL,25.20,0.000,LA,10,,STL,56,,STL,42,,STL
,566,Will Johnson,RB,5.240,0.000,8.200,0.000,2015 PIT,2015 PIT,,,,10,,PIT,4,,PIT,10,,PIT
,515,Austin Johnson,RB,7.429,0.000,9.000,0.000,2015 NOR,2015 NOR,5.34,0.000,NO,10,,NOR,10,,NOR,,,
,383,Gavin Escobar,TE,16.507,0.000,19.000,0.000,2014 DAL,2015 DAL,13.44,0.000,Dal,10,,DAL,35,,DAL,25,,DAL
,568,Ryan Hewitt,RB,5.240,0.000,8.700,0.000,2015 CIN,2015 CIN,,,,10,,CIN,9,,CIN,,,
,521,Brenton Bersin,WR,7.160,0.000,12.300,0.000,2014 CAR,2015 CAR,,,,10,,CAR,21,,CAR,,,
,452,Juwan Thompson,RB,11.480,0.000,20.400,0.000,2014 DEN,2015 DEN,,,,10,,DEN,48,,DEN,,,
,500,Mike Davis,RB,8.276,0.000,6.000,0.000,2015 SFO,2015 SFO,11.78,0.000,SF,10,,SFO,,,,,,
,546,Michael Burton,RB,5.917,0.000,6.000,0.000,2015 DET,2015 DET,5.57,0.000,Det,10,,DET,,,,,,
,513,Lucky Whitehead,WR,7.501,0.000,6.000,0.000,2015 DAL,2015 DAL,9.74,0.000,Dal,10,,DAL,,,,,,
,409,Garrett Graham,TE,14.220,0.000,21.500,0.000,2013 HOU,2015 HOU,,,,9,,HOU,26,,HOU,83,,HOU
,401,Colt McCoy,QB,15.195,0.000,24.300,0.000,2014 WAS,2015 WAS,4.46,0.000,Was,9,,WAS,63,,WAS,,,SFO
,355,Stevan Ridley,RB,20.700,0.000,31.800,0.000,2013 NWE,2015 NYJ,,,,9,,NYJ,48,,NWE,120,,NWE
